,Date,Team,Opponent,W/L,Margin,POSS,OPP_POSS,PPP,OPP_PPP,3PA%,OPP_3PA%,FTA%,OPP_FTA%,ORB%,DRB%,REB%,REB,TO%,OPP_TO%,FGA,FG%,OPP_FGA,OPP_FG%,3PA,3P%,OPP_3PA,OPP_3P%,FTA,FT%,OPP_FTA,OPP_FT%
240,2023-05-21,WAS,CON,L,-6,82.2,80.5,0.9,1.0,30.4,26.5,31.9,52.9,9.5,81.0,45.2,38-46,13.4,10.0,27-69,39.1,25-68,36.8,3-21,14.3,5-18,27.8,17-22,77.3,25-36,69.4
241,2023-05-23,WAS,CON,L,-7,73.2,78.0,1.11,1.14,43.1,36.1,32.3,49.2,33.3,77.8,52.4,33-30,19.2,16.9,27-65,41.5,29-61,47.5,8-28,28.6,8-22,36.4,19-21,90.5,22-30,73.3
242,2023-05-26,WAS,CHI,W,2,79.5,81.3,0.9,0.85,25.8,34.4,30.3,21.3,19.4,89.7,50.8,33-32,19.0,25.9,24-66,36.4,27-61,44.3,7-17,41.2,6-21,28.6,16-20,80.0,9-13,69.2
243,2023-06-02,WAS,DAL,W,1,80.3,78.8,0.94,0.95,39.0,42.1,52.5,21.0,10.5,76.6,47.1,40-45,18.8,12.8,19-59,32.2,26-76,34.2,8-23,34.8,9-32,28.1,29-31,93.6,13-16,81.2
244,2023-06-03,WAS,MIN,L,-2,75.0,76.3,1.04,1.05,42.2,38.1,19.7,27.0,18.0,77.4,44.3,31-39,10.7,21.0,28-71,39.4,28-63,44.4,9-30,30.0,9-24,37.5,13-14,92.9,15-17,88.2
245,2023-06-09,WAS,SEA,W,7,73.8,77.9,1.0,0.86,32.4,34.4,26.5,23.0,31.7,93.3,57.8,41-30,19.2,20.8,26-68,38.2,25-61,41.0,6-22,27.3,6-21,28.6,15-18,83.3,10-14,71.4
246,2023-06-11,WAS,SEA,W,6,75.5,75.9,0.95,0.87,42.4,34.4,37.3,25.0,24.2,86.5,57.1,40-30,24.0,17.3,21-59,35.6,24-64,37.5,11-25,44.0,5-22,22.7,18-22,81.8,12-16,75.0
247,2023-06-13,WAS,IND,L,-21,77.2,73.5,0.86,1.19,37.9,25.0,28.8,35.3,15.8,60.0,37.0,27-46,15.6,16.4,22-66,33.3,32-68,47.1,7-25,28.0,4-17,23.5,15-19,79.0,19-24,79.2
248,2023-06-16,WAS,PHO,W,19,75.9,76.6,1.17,0.91,40.6,37.3,25.0,33.9,21.4,84.8,55.7,34-27,18.7,22.4,32-64,50.0,23-59,39.0,11-26,42.3,7-22,31.8,13-16,81.2,16-20,80.0
249,2023-06-18,WAS,CHI,W,8,71.5,76.0,1.08,0.92,23.4,32.8,40.6,23.0,15.8,70.4,38.5,25-40,7.0,26.7,25-64,39.1,27-61,44.3,5-15,33.3,6-20,30.0,22-26,84.6,9-14,64.3
250,2023-06-22,WAS,CHI,W,21,76.2,79.0,1.05,0.76,27.5,27.9,14.5,34.4,22.6,85.0,57.8,41-30,17.1,23.1,33-69,47.8,18-61,29.5,6-19,31.6,4-17,23.5,8-10,80.0,19-21,90.5
251,2023-06-25,WAS,NYL,L,-1,84.4,85.2,1.05,1.05,30.4,48.0,26.1,39.7,6.1,65.8,39.2,29-45,15.5,20.0,33-69,47.8,27-73,37.0,9-21,42.9,12-35,34.3,13-18,72.2,23-29,79.3
252,2023-06-28,WAS,ATL,W,23,86.6,84.9,1.27,1.02,30.1,20.3,28.8,47.3,22.2,76.1,56.2,41-32,16.3,11.9,39-73,53.4,28-74,37.8,11-22,50.0,5-15,33.3,20-21,95.2,25-35,71.4
253,2023-06-30,WAS,ATL,L,-5,79.1,80.5,1.13,1.18,27.7,18.8,40.0,39.1,25.0,78.8,52.3,34-31,17.7,12.5,32-65,49.2,33-69,47.8,3-18,16.7,7-13,53.8,22-26,84.6,21-27,77.8
254,2023-07-02,WAS,DAL,L,-17,81.6,83.6,0.89,1.07,35.7,29.7,35.7,31.1,11.4,55.9,30.8,24-54,11.1,21.7,24-70,34.3,33-74,44.6,4-25,16.0,6-22,27.3,20-25,80.0,17-23,73.9
255,2023-07-07,WAS,IND,W,8,73.2,73.3,1.32,1.21,33.3,30.0,58.7,31.7,30.3,80.8,52.5,31-28,9.6,17.8,29-63,46.0,33-60,55.0,7-21,33.3,9-18,50.0,31-37,83.8,13-19,68.4
256,2023-07-09,WAS,CON,L,-8,76.4,78.0,1.11,1.19,27.9,38.5,24.6,32.3,20.0,86.7,56.4,31-24,22.4,14.3,33-61,54.1,33-65,50.8,7-17,41.2,13-25,52.0,11-15,73.3,13-21,61.9
257,2023-07-11,WAS,SEA,W,7,76.8,78.2,1.22,1.1,35.8,44.8,23.9,25.4,20.7,75.8,50.0,31-31,15.8,19.2,36-67,53.7,30-67,44.8,9-24,37.5,12-30,40.0,12-16,75.0,14-17,82.4
258,2023-07-19,WAS,IND,L,-6,77.0,78.0,1.0,1.06,38.5,37.5,21.5,32.8,18.8,81.2,50.0,32-32,19.7,18.2,29-65,44.6,28-64,43.8,8-25,32.0,8-24,33.3,10-14,71.4,18-21,85.7
260,2023-05-19,PHO,LAS,L,-23,77.6,77.5,0.92,1.22,33.9,30.1,33.9,39.7,22.2,71.8,51.5,34-32,24.7,7.8,24-59,40.7,29-73,39.7,6-20,30.0,9-22,40.9,17-20,85.0,27-29,93.1
261,2023-05-21,PHO,CHI,L,-6,78.3,75.2,0.88,1.0,28.6,21.4,42.9,27.1,9.7,70.3,42.6,29-39,23.1,14.7,23-56,41.1,28-70,40.0,5-16,31.2,6-15,40.0,18-24,75.0,13-19,68.4
262,2023-05-25,PHO,MIN,W,9,76.0,82.6,1.2,0.99,49.1,25.7,40.4,35.7,24.0,81.8,56.9,33-25,24.0,13.4,28-57,49.1,28-70,40.0,13-28,46.4,3-18,16.7,21-23,91.3,22-25,88.0
263,2023-06-02,PHO,LAS,L,-6,83.0,84.8,1.13,1.18,39.3,32.0,42.6,25.3,22.2,74.2,50.0,29-29,24.4,15.5,32-61,52.5,37-75,49.3,8-24,33.3,8-24,33.3,21-26,80.8,17-19,89.5
264,2023-06-07,PHO,DAL,L,-5,83.2,87.2,0.95,0.97,37.1,29.9,18.6,35.1,10.3,59.5,34.2,26-50,18.1,19.5,31-70,44.3,30-77,39.0,7-26,26.9,4-23,17.4,10-13,76.9,20-27,74.1
265,2023-06-09,PHO,DAL,L,-13,80.1,83.9,0.96,1.08,29.4,35.4,25.0,23.2,25.0,57.5,43.1,31-41,20.0,16.9,30-68,44.1,32-82,39.0,4-20,20.0,8-29,27.6,13-17,76.5,18-19,94.7
266,2023-06-11,PHO,IND,W,3,73.2,72.0,1.16,1.14,37.5,29.4,32.8,23.5,25.9,66.7,48.3,29-31,13.7,15.3,29-64,45.3,33-68,48.5,9-24,37.5,4-20,20.0,18-21,85.7,12-16,75.0
267,2023-06-13,PHO,SEA,L,-14,76.4,75.2,0.91,1.11,31.7,42.2,25.0,26.8,9.7,74.4,45.7,32-38,21.0,12.0,25-60,41.7,29-71,40.8,6-19,31.6,12-30,40.0,13-15,86.7,13-19,68.4
268,2023-06-16,PHO,WAS,L,-19,76.6,75.9,0.91,1.17,37.3,40.6,33.9,25.0,15.2,78.6,44.3,27-34,22.4,18.7,23-59,39.0,32-64,50.0,7-22,31.8,11-26,42.3,16-20,80.0,13-16,81.2
269,2023-06-18,PHO,NYL,L,-18,70.8,73.5,1.01,1.22,34.4,41.9,20.3,38.7,22.9,61.3,40.9,27-39,17.1,21.9,27-64,42.2,30-62,48.4,7-22,31.8,9-26,34.6,10-13,76.9,20-24,83.3
270,2023-06-21,PHO,LVA,L,-20,75.5,73.1,1.05,1.36,28.6,35.4,21.4,35.4,25.0,69.2,44.8,26-32,13.3,12.3,30-70,42.9,36-65,55.4,5-20,25.0,11-23,47.8,14-15,93.3,16-23,69.6
271,2023-06-24,PHO,SEA,L,-23,78.3,75.5,0.95,1.29,30.4,47.1,42.9,32.4,17.9,69.7,45.9,28-33,25.6,14.7,26-56,46.4,32-68,47.1,4-17,23.5,13-32,40.6,18-24,75.0,20-22,90.9
272,2023-06-27,PHO,DAL,L,-15,73.8,74.1,0.85,1.04,35.1,25.0,31.6,21.9,12.9,67.7,40.3,25-37,21.9,23.0,23-57,40.4,30-64,46.9,3-20,15.0,5-16,31.2,13-18,72.2,12-14,85.7
273,2023-06-29,PHO,IND,W,22,76.8,76.2,1.12,0.83,29.7,23.6,25.0,13.9,20.0,65.8,47.6,30-33,18.4,21.0,34-64,53.1,24-72,33.3,6-19,31.6,6-17,35.3,11-16,68.8,9-10,90.0
274,2023-07-01,PHO,MIN,L,-10,76.7,79.4,1.0,1.09,32.2,26.5,30.5,32.4,28.1,78.8,53.8,35-30,29.0,15.2,30-59,50.8,31-68,45.6,6-19,31.6,6-18,33.3,10-18,55.6,18-22,81.8
275,2023-07-05,PHO,NYL,L,-4,85.1,82.9,1.12,1.21,29.8,38.5,32.8,43.1,11.1,78.6,45.4,25-30,17.6,18.3,34-67,50.8,32-65,49.2,9-20,45.0,11-25,44.0,18-22,81.8,24-28,85.7
276,2023-07-07,PHO,MIN,L,-11,77.9,73.5,0.83,1.03,32.8,29.2,23.0,23.1,15.2,71.4,44.1,30-38,24.7,20.6,23-61,37.7,28-65,43.1,6-20,30.0,7-19,36.8,12-14,85.7,12-15,80.0
277,2023-07-09,PHO,LAS,W,6,73.5,76.0,1.07,0.96,27.0,30.0,23.8,20.0,31.2,77.1,55.2,37-30,23.3,14.7,30-63,47.6,26-70,37.1,5-17,29.4,8-21,38.1,13-15,86.7,12-14,85.7
278,2023-07-11,PHO,LVA,L,-26,74.1,78.4,0.97,1.26,27.1,34.7,20.0,30.6,20.0,90.9,52.0,38-35,12.2,3.8,27-70,38.6,36-72,50.0,6-19,31.6,9-25,36.0,12-14,85.7,17-22,77.3
279,2023-07-18,PHO,CON,W,6,71.4,71.3,1.01,0.93,41.9,26.2,16.1,34.4,16.1,82.4,50.8,33-32,18.3,14.1,26-62,41.9,22-61,36.1,11-26,42.3,6-16,37.5,9-10,90.0,16-21,76.2
282,2023-07-20,PHO,CHI,W,18,75.3,76.5,1.07,0.82,29.4,27.6,14.7,17.1,33.3,65.9,52.0,40-37,22.7,17.1,31-68,45.6,26-76,34.2,9-20,45.0,2-21,9.5,9-10,90.0,8-13,61.5
