,Date,Team,Opponent,W/L,Margin,POSS,OPP_POSS,PPP,OPP_PPP,3PA%,OPP_3PA%,FTA%,OPP_FTA%,ORB%,DRB%,REB%,REB,TO%,OPP_TO%,FGA,FG%,OPP_FGA,OPP_FG%,3PA,3P%,OPP_3PA,OPP_3P%,FTA,FT%,OPP_FTA,OPP_FT%
354,2022-05-13,IND,NYL,W,6,93.8,97.2,0.99,0.89,27.2,31.2,35.8,26.2,36.4,89.1,63.3,57-33,21.5,17.5,31-81,38.3,29-80,36.2,7-22,31.8,10-25,40.0,23-29,79.3,18-21,85.7
355,2022-05-15,IND,ATL,L,-6,82.0,81.8,0.98,1.05,33.8,29.8,27.9,52.6,22.2,84.0,47.5,29-32,21.0,23.5,28-68,41.2,28-57,49.1,11-23,47.8,6-17,35.3,12-19,63.2,23-30,76.7
356,2022-05-17,IND,ATL,L,-22,82.0,80.1,0.98,1.26,37.5,34.9,23.8,41.3,32.6,84.0,50.7,36-35,14.8,16.2,30-80,37.5,34-63,54.0,6-30,20.0,10-22,45.4,13-19,68.4,23-26,88.5
357,2022-05-20,IND,CON,L,-9,81.3,84.2,1.05,1.12,23.8,26.8,20.6,40.8,13.0,66.7,44.6,25-31,23.5,17.9,34-63,54.0,31-71,43.7,6-15,40.0,11-19,57.9,11-13,84.6,21-29,72.4
358,2022-05-22,IND,CON,L,-22,72.8,74.7,0.97,1.24,27.0,19.1,42.9,29.4,35.3,60.7,46.8,29-33,18.1,16.2,22-63,34.9,35-68,51.5,3-17,17.6,6-13,46.2,23-27,85.2,16-20,80.0
359,2022-05-24,IND,CHI,L,-5,87.3,82.0,1.03,1.17,24.4,23.1,22.0,53.8,35.7,69.4,51.3,40-38,18.4,19.8,34-82,41.5,31-65,47.7,9-20,45.0,6-15,40.0,13-18,72.2,27-35,77.1
360,2022-05-27,IND,LAS,W,5,82.3,81.0,1.23,1.2,30.0,19.7,41.4,39.4,30.3,66.7,49.3,34-35,15.8,16.2,32-70,45.7,35-71,49.3,11-21,52.4,7-14,50.0,26-29,89.7,19-28,67.9
361,2022-05-31,IND,WAS,L,-12,77.7,77.8,0.97,1.13,29.7,33.3,12.2,22.2,24.4,62.9,42.1,32-44,16.9,19.5,30-74,40.5,33-72,45.8,9-22,40.9,8-24,33.3,6-9,66.7,13-16,81.2
362,2022-06-01,IND,NYL,L,-13,76.4,73.5,0.97,1.19,34.2,53.2,19.7,38.7,26.2,73.3,45.8,33-39,10.5,16.4,25-76,32.9,28-62,45.2,9-26,34.6,11-33,33.3,15-15,100.0,20-24,83.3
363,2022-06-05,IND,ATL,L,-9,86.5,86.0,0.77,0.87,34.8,22.4,34.8,22.4,18.4,80.6,46.4,32-37,24.4,25.6,23-66,34.8,29-67,43.3,6-23,26.1,4-15,26.7,14-23,60.9,13-15,86.7
364,2022-06-08,IND,CON,L,-19,80.8,79.6,0.86,1.11,29.2,25.8,19.4,40.9,23.1,64.5,41.4,29-41,18.8,20.2,27-72,37.5,31-66,47.0,3-21,14.3,5-17,29.4,12-14,85.7,21-27,77.8
365,2022-06-10,IND,NYL,L,-14,76.1,73.5,1.09,1.33,18.7,43.1,28.0,12.3,25.6,82.6,46.8,29-33,6.6,16.4,31-75,41.3,38-65,58.5,4-14,28.6,13-28,46.4,17-21,81.0,8-8,100.0
366,2022-06-12,IND,MIN,W,4,75.2,75.9,1.12,1.07,32.9,29.6,17.1,22.5,22.9,71.0,45.4,30-36,14.7,13.3,33-70,47.1,32-71,45.1,10-23,43.5,5-21,23.8,8-12,66.7,11-16,68.8
367,2022-06-15,IND,PHO,L,-13,79.6,78.6,1.01,1.19,26.9,38.8,23.1,26.9,36.4,82.1,54.2,39-33,16.5,15.4,29-78,37.2,34-67,50.8,6-21,28.6,8-26,30.8,16-18,88.9,17-18,94.4
368,2022-06-19,IND,CHI,W,2,82.6,82.6,1.09,1.06,11.6,28.6,36.2,22.9,29.0,85.7,59.1,39-27,18.3,17.1,35-69,50.7,33-70,47.1,2-8,25.0,9-20,45.0,17-25,68.0,12-16,75.0
369,2022-06-23,IND,DAL,L,-26,74.9,78.1,0.92,1.21,27.0,33.8,25.4,27.9,27.0,74.2,48.5,33-35,24.3,16.7,25-63,39.7,34-68,50.0,6-17,35.3,11-23,47.8,12-16,75.0,15-19,79.0
370,2022-06-27,IND,PHO,L,-12,71.8,75.6,1.0,1.11,20.0,47.8,33.3,29.0,32.3,74.3,54.6,36-30,22.5,13.3,24-60,40.0,26-69,37.7,7-12,58.3,13-33,39.4,16-20,80.0,18-20,90.0
373,2022-06-29,IND,PHO,L,-21,69.4,72.4,1.13,1.38,33.3,34.3,33.3,27.1,32.3,64.5,48.4,30-32,14.5,11.1,27-63,42.9,38-70,54.3,9-21,42.9,9-24,37.5,15-21,71.4,14-19,73.7
374,2022-07-01,IND,SEA,L,-16,77.9,77.9,0.74,0.95,27.9,37.3,37.7,39.0,17.1,84.8,47.3,35-39,22.1,22.1,21-61,34.4,25-59,42.4,4-17,23.5,6-22,27.3,11-23,47.8,17-23,73.9
375,2022-07-05,IND,SEA,L,-22,82.1,81.6,0.89,1.17,27.4,31.6,23.3,21.0,21.4,73.0,45.6,36-43,17.1,14.8,28-73,38.4,37-76,48.7,7-20,35.0,6-24,25.0,10-17,58.8,15-16,93.8
376,2022-07-07,IND,CHI,L,-9,83.7,79.1,1.01,1.18,24.4,19.4,17.1,41.9,23.3,68.0,39.7,27-41,10.8,21.5,33-82,40.2,34-62,54.8,9-20,45.0,5-12,41.7,9-14,64.3,20-26,76.9
377,2022-07-13,IND,CON,L,-8,82.0,81.2,1.0,1.1,30.9,28.4,27.9,35.8,20.0,65.5,40.6,26-38,19.8,21.0,30-68,44.1,31-67,46.3,6-21,28.6,6-19,31.6,15-19,79.0,21-24,87.5
378,2022-07-15,IND,MIN,L,-10,83.8,85.8,0.93,1.02,31.0,27.8,39.4,26.4,18.6,82.9,47.4,37-41,14.5,17.6,26-71,36.6,32-72,44.4,5-22,22.7,5-20,25.0,20-28,71.4,18-19,94.7
379,2022-07-17,IND,SEA,L,-16,79.5,77.7,0.82,1.05,36.4,35.7,30.3,25.7,27.5,68.4,47.4,37-41,24.0,19.5,24-66,36.4,30-70,42.9,4-24,16.7,6-25,24.0,13-20,65.0,15-18,83.3
380,2022-07-19,IND,LAS,L,-7,77.7,77.8,1.03,1.12,22.8,37.9,31.6,24.2,29.6,75.0,54.2,32-27,31.2,20.8,29-57,50.9,33-66,50.0,6-13,46.2,9-25,36.0,15-18,83.3,11-16,68.8
381,2022-07-21,IND,LVA,L,-13,82.4,86.1,0.94,1.05,38.8,33.8,29.8,16.9,17.1,74.3,43.4,33-43,20.7,18.6,28-67,41.8,37-77,48.0,9-26,34.6,8-26,30.8,12-20,60.0,8-13,61.5
382,2022-07-24,IND,DAL,L,-10,80.5,83.8,1.08,1.16,26.2,28.8,41.5,28.8,32.3,67.9,49.2,29-30,21.2,16.9,31-65,47.7,38-73,52.0,6-17,35.3,4-21,19.0,18-27,66.7,16-21,76.2
383,2022-07-29,IND,LVA,L,-21,76.3,78.0,0.95,1.19,41.2,36.1,25.0,16.7,25.7,55.9,40.6,28-41,17.1,24.4,25-68,36.8,38-72,52.8,7-28,25.0,9-26,34.6,15-17,88.2,8-12,66.7
384,2022-07-31,IND,LVA,L,-25,76.1,75.2,0.91,1.25,35.2,23.9,29.6,26.8,35.7,70.6,51.3,39-37,18.4,12.0,22-71,31.0,36-71,50.7,7-25,28.0,6-17,35.3,18-21,85.7,16-19,84.2
385,2022-08-03,IND,ATL,L,-10,85.3,83.0,0.95,1.1,23.6,34.3,37.5,24.3,32.5,74.2,50.7,36-35,21.2,20.5,28-72,38.9,35-70,50.0,5-17,29.4,8-24,33.3,20-27,74.1,13-17,76.5
386,2022-08-06,IND,DAL,L,-4,88.1,85.2,1.03,1.12,25.7,30.8,41.4,69.2,29.4,66.7,46.9,30-34,21.6,16.5,31-70,44.3,27-65,41.5,6-18,33.3,7-20,35.0,23-29,79.3,34-45,75.6
387,2022-08-12,IND,WAS,L,-12,75.2,76.2,0.93,1.08,30.2,27.9,19.0,27.9,12.5,66.7,40.0,26-39,18.7,18.4,26-63,41.3,31-68,45.6,8-19,42.1,4-19,21.0,10-12,83.3,16-19,84.2
388,2022-08-14,IND,WAS,L,-12,73.7,76.2,1.14,1.25,25.5,35.0,39.2,58.3,10.5,76.7,51.0,25-24,26.0,14.5,29-51,56.9,29-60,48.3,8-13,61.5,7-21,33.3,17-20,85.0,30-35,85.7
390,2022-05-06,WAS,IND,W,14,75.6,74.4,1.12,0.95,26.1,30.6,29.0,11.1,16.7,67.6,42.5,31-42,9.3,18.9,31-69,44.9,30-72,41.7,4-18,22.2,5-22,22.7,18-20,90.0,5-8,62.5
391,2022-05-08,WAS,MIN,W,12,78.4,77.4,1.0,0.86,30.4,22.7,18.8,33.3,23.5,75.0,51.4,38-36,19.2,19.5,29-69,42.0,23-66,34.8,7-21,33.3,5-15,33.3,13-13,100.0,15-22,68.2
392,2022-05-10,WAS,LVA,W,13,79.2,80.6,1.13,0.95,36.5,26.2,23.0,27.7,21.6,85.7,52.8,38-34,11.4,20.0,33-74,44.6,27-65,41.5,9-27,33.3,6-17,35.3,14-17,82.4,16-18,88.9
393,2022-05-13,WAS,DAL,L,-8,74.4,72.1,1.16,1.31,42.4,44.6,28.8,35.4,25.9,73.5,52.5,32-29,24.3,12.5,31-59,52.5,31-65,47.7,13-25,52.0,13-29,44.8,11-17,64.7,19-23,82.6
394,2022-05-17,WAS,DAL,W,16,73.8,74.9,1.15,0.92,24.2,34.4,16.7,26.2,23.3,88.2,57.8,37-27,17.8,18.9,34-66,51.5,25-61,41.0,8-16,50.0,7-21,33.3,8-11,72.7,11-16,68.8
395,2022-05-20,WAS,ATL,W,5,76.4,75.0,1.03,0.97,32.7,36.4,56.4,21.2,25.0,77.1,55.9,33-26,22.4,18.7,25-55,45.4,27-66,40.9,3-18,16.7,8-24,33.3,25-31,80.6,11-14,78.6
396,2022-05-22,WAS,CHI,L,-9,77.6,75.2,0.95,1.09,29.2,31.8,15.3,19.0,20.0,80.8,43.9,29-37,15.6,20.0,27-72,37.5,34-63,54.0,9-21,42.9,5-20,25.0,10-11,90.9,9-12,75.0
397,2022-05-24,WAS,ATL,W,20,70.7,70.6,1.0,0.71,36.7,37.5,25.0,14.3,18.2,72.7,45.4,30-36,18.6,32.9,26-60,43.3,20-56,35.7,7-22,31.8,4-21,19.0,11-15,73.3,6-8,75.0
398,2022-05-28,WAS,CON,L,-8,72.8,70.4,0.99,1.13,37.1,26.3,15.7,33.3,18.4,54.6,31.7,19-41,11.1,25.7,28-70,40.0,28-57,49.1,8-26,30.8,7-15,46.7,7-11,63.6,16-19,84.2
399,2022-05-31,WAS,IND,W,12,77.8,77.7,1.13,0.97,33.3,29.7,22.2,12.2,37.1,75.6,57.9,44-32,19.5,16.9,33-72,45.8,30-74,40.5,8-24,33.3,9-22,40.9,13-16,81.2,6-9,66.7
400,2022-06-03,WAS,NYL,L,-4,76.0,72.9,0.93,1.03,30.0,54.0,20.0,28.6,29.0,80.0,53.4,39-34,18.7,16.7,28-70,40.0,23-63,36.5,5-21,23.8,11-34,32.4,9-14,64.3,17-18,94.4
401,2022-06-05,WAS,CHI,L,-9,78.4,78.9,1.05,1.17,30.7,30.8,8.0,21.5,29.0,82.8,52.2,35-32,19.2,20.5,34-75,45.3,36-65,55.4,8-23,34.8,9-20,45.0,6-6,100.0,10-14,71.4
402,2022-06-08,WAS,CHI,W,2,73.7,76.6,1.15,1.08,23.5,29.2,29.4,15.3,38.2,67.7,52.3,34-31,17.8,17.1,32-68,47.1,33-72,45.8,3-16,18.8,6-21,28.6,17-20,85.0,10-11,90.9
403,2022-06-10,WAS,MIN,W,17,70.0,77.4,1.09,0.77,43.5,36.2,13.0,37.9,24.3,88.2,54.9,39-32,12.9,22.1,30-69,43.5,19-58,32.8,10-30,33.3,6-21,28.6,6-9,66.7,15-22,68.2
404,2022-06-12,WAS,PHO,L,-9,90.2,86.6,1.0,1.15,38.7,45.7,45.3,30.0,35.0,87.5,58.3,42-30,20.0,17.4,30-75,40.0,36-70,51.4,8-29,27.6,10-32,31.2,22-34,64.7,17-21,81.0
405,2022-06-14,WAS,PHO,W,18,78.4,77.8,1.06,0.84,39.4,41.9,18.3,25.8,11.4,88.9,50.7,36-35,11.5,20.8,30-71,42.2,24-62,38.7,11-28,39.3,10-26,38.5,12-13,92.3,7-16,43.8
406,2022-06-16,WAS,NYL,L,-12,76.0,76.5,0.87,1.01,44.6,44.9,21.5,18.8,13.2,86.5,49.3,37-38,17.3,13.2,24-65,36.9,31-69,44.9,8-29,27.6,6-31,19.4,9-14,64.3,9-13,69.2
407,2022-06-19,WAS,CON,W,8,74.4,70.0,0.96,0.9,29.2,31.7,26.2,30.0,13.5,69.4,41.1,30-43,13.5,22.9,27-65,41.5,22-60,36.7,6-19,31.6,6-19,31.6,11-17,64.7,13-18,72.2
408,2022-06-21,WAS,LAS,L,-2,77.7,78.2,1.06,1.08,32.9,20.9,25.7,25.4,35.9,66.7,48.5,32-34,22.1,20.5,29-70,41.4,33-67,49.2,11-23,47.8,6-14,42.9,13-18,72.2,12-17,70.6
409,2022-06-23,WAS,SEA,L,-14,73.2,72.3,0.97,1.18,42.9,38.2,17.1,17.6,26.2,86.5,54.4,43-36,16.4,9.7,26-70,37.1,31-68,45.6,9-30,30.0,12-26,46.2,10-12,83.3,11-12,91.7
412,2022-06-25,WAS,LVA,W,1,86.4,91.2,1.01,0.95,44.1,29.6,23.5,19.8,9.1,83.0,52.5,42-38,20.9,16.5,32-68,47.1,31-81,38.3,11-30,36.7,10-24,41.7,12-16,75.0,14-16,87.5
413,2022-06-28,WAS,ATL,W,18,71.0,75.5,1.31,0.99,43.1,30.3,31.0,22.7,25.0,75.0,53.6,30-26,20.0,18.7,32-58,55.2,28-66,42.4,15-25,60.0,5-20,25.0,13-18,72.2,13-15,86.7
414,2022-07-03,WAS,CON,L,-2,84.3,83.6,0.86,0.89,30.4,26.1,29.0,23.2,22.0,82.4,49.3,37-38,22.6,20.5,27-69,39.1,30-69,43.5,4-21,19.0,6-18,33.3,14-20,70.0,8-16,50.0
415,2022-07-06,WAS,ATL,W,19,75.0,75.3,1.15,0.88,31.8,19.4,36.5,27.4,12.5,90.0,50.0,31-31,12.2,16.0,31-63,49.2,26-62,41.9,7-20,35.0,0-12,0.0,16-23,69.6,14-17,82.4
416,2022-07-12,WAS,LAS,W,13,74.2,77.0,1.27,1.05,33.8,23.2,32.3,37.5,31.0,89.7,60.3,35-23,16.2,23.4,33-65,50.8,29-56,51.8,10-22,45.4,9-13,69.2,18-21,85.7,14-21,66.7
417,2022-07-14,WAS,PHO,L,-5,81.1,82.4,0.93,0.98,41.5,37.7,40.0,29.0,30.6,83.8,57.5,42-31,23.5,17.1,22-65,33.8,26-69,37.7,8-27,29.6,10-26,38.5,23-26,88.5,18-20,90.0
418,2022-07-17,WAS,MIN,W,13,75.2,77.1,0.93,0.74,36.2,30.3,17.4,18.2,9.5,82.9,45.8,38-45,10.7,20.8,26-69,37.7,22-66,33.3,7-25,28.0,4-20,20.0,11-12,91.7,9-12,75.0
419,2022-07-21,WAS,NYL,W,9,74.8,74.3,1.05,0.93,31.8,41.9,27.3,16.1,20.0,87.5,52.2,35-32,14.9,20.3,29-66,43.9,26-62,41.9,5-21,23.8,8-26,30.8,15-18,83.3,9-10,90.0
420,2022-07-28,WAS,DAL,W,10,74.5,78.6,1.18,0.99,27.3,30.1,43.6,37.0,16.7,56.4,41.3,26-37,21.6,18.0,31-55,56.4,28-73,38.4,9-15,60.0,5-22,22.7,16-24,66.7,16-27,59.3
421,2022-07-30,WAS,SEA,L,-5,78.2,79.0,0.99,1.05,29.8,30.9,25.4,30.9,20.6,79.0,51.4,37-35,18.0,16.7,28-67,41.8,29-68,42.6,6-20,30.0,6-21,28.6,15-17,88.2,18-21,85.7
422,2022-07-31,WAS,SEA,W,3,71.7,71.9,1.1,1.06,25.4,45.8,19.4,30.5,22.6,93.1,56.7,34-26,12.7,14.1,30-67,44.8,26-59,44.1,6-17,35.3,8-27,29.6,12-13,92.3,15-18,83.3
423,2022-08-02,WAS,LVA,W,10,74.9,72.6,1.12,1.01,33.8,40.6,23.5,23.4,18.2,91.4,55.9,38-30,12.2,11.1,31-68,45.6,26-64,40.6,9-23,39.1,9-26,34.6,12-16,75.0,12-15,80.0
424,2022-08-05,WAS,CHI,L,-10,74.3,75.6,1.12,1.24,36.4,30.1,28.8,17.8,22.9,77.4,48.5,32-34,14.9,9.3,31-66,47.0,36-73,49.3,8-24,33.3,9-22,40.9,13-19,68.4,12-13,92.3
425,2022-08-07,WAS,LAS,L,-3,70.9,72.4,1.09,1.1,23.1,20.6,41.5,41.3,36.1,81.8,58.0,40-29,14.3,9.7,25-65,38.5,26-63,41.3,3-15,20.0,5-13,38.5,23-27,85.2,22-26,84.6
426,2022-08-12,WAS,IND,W,12,76.2,75.2,1.08,0.93,27.9,30.2,27.9,19.0,33.3,87.5,60.0,39-26,18.4,18.7,31-68,45.6,26-63,41.3,4-19,21.0,8-19,42.1,16-19,84.2,10-12,83.3
427,2022-08-14,WAS,IND,W,12,76.2,73.7,1.25,1.14,35.0,25.5,58.3,39.2,23.3,89.5,49.0,24-25,14.5,26.0,29-60,48.3,29-51,56.9,7-21,33.3,8-13,61.5,30-35,85.7,17-20,85.0
429,2022-05-06,PHO,LVA,L,-18,81.0,82.5,1.1,1.29,32.9,31.3,26.0,26.9,15.4,80.0,40.6,26-38,11.2,19.5,33-73,45.2,39-67,58.2,6-24,25.0,11-21,52.4,16-19,84.2,17-18,94.4
430,2022-05-11,PHO,SEA,W,20,80.1,80.7,1.21,0.96,33.3,39.4,27.0,22.5,20.0,78.0,56.1,37-29,22.5,18.8,36-63,57.1,27-71,38.0,12-21,57.1,11-28,39.3,13-17,76.5,12-16,75.0
431,2022-05-14,PHO,SEA,W,5,74.4,74.3,0.93,0.86,46.4,40.3,11.6,13.0,21.9,71.4,51.8,42-39,16.2,13.5,26-69,37.7,24-77,31.2,12-32,37.5,8-31,25.8,5-8,62.5,8-10,80.0
432,2022-05-17,PHO,LVA,L,-12,75.5,76.3,0.99,1.13,41.7,37.1,25.0,41.9,10.3,90.3,51.7,31-29,20.0,11.8,26-60,43.3,29-62,46.8,8-25,32.0,9-23,39.1,14-15,93.3,19-26,73.1
433,2022-05-19,PHO,DAL,L,-10,76.9,78.2,1.11,1.21,32.9,34.7,31.5,23.6,18.4,78.8,46.5,33-38,5.3,11.5,29-73,39.7,34-72,47.2,5-24,20.8,11-25,44.0,21-23,91.3,15-17,88.2
434,2022-05-21,PHO,LVA,L,-20,80.4,79.9,1.0,1.27,41.4,38.0,28.6,42.2,27.8,69.7,47.8,33-36,18.8,11.4,29-70,41.4,34-71,47.9,9-29,31.0,9-27,33.3,13-20,65.0,23-30,76.7
435,2022-05-25,PHO,LAS,L,-5,77.9,79.2,1.22,1.25,33.3,16.7,38.3,25.8,26.9,79.2,52.0,26-24,23.4,17.7,34-60,56.7,39-66,59.1,7-20,35.0,8-11,72.7,19-23,82.6,13-17,76.5
436,2022-05-29,PHO,ATL,L,-27,78.0,82.2,0.7,0.99,27.9,34.3,30.9,8.6,21.3,65.5,38.2,29-47,18.2,28.0,18-68,26.5,34-70,48.6,3-19,15.8,9-24,37.5,15-21,71.4,4-6,66.7
437,2022-05-31,PHO,CHI,L,-3,75.7,77.3,0.93,0.95,35.7,28.8,15.7,25.8,14.6,81.2,43.8,32-41,13.3,16.9,28-70,40.0,27-66,40.9,8-25,32.0,5-19,26.3,6-11,54.6,14-17,82.4
438,2022-06-03,PHO,CON,L,-4,84.6,80.8,1.05,1.15,50.0,35.6,37.1,50.8,13.3,67.9,39.7,23-35,23.8,26.2,28-62,45.2,28-59,47.5,10-31,32.3,9-21,42.9,22-23,95.6,27-30,90.0
439,2022-06-05,PHO,LAS,W,7,76.6,74.9,1.07,1.0,40.7,27.1,33.9,27.1,14.8,80.0,46.2,24-28,21.0,23.0,27-59,45.8,29-59,49.2,9-24,37.5,5-16,31.2,18-20,90.0,11-16,68.8
440,2022-06-10,PHO,ATL,W,2,78.1,77.7,1.15,1.14,46.3,30.4,41.8,11.4,18.9,83.8,51.4,38-36,11.5,5.2,28-67,41.8,35-79,44.3,10-31,32.3,10-24,41.7,24-28,85.7,8-9,88.9
441,2022-06-12,PHO,WAS,W,9,86.6,90.2,1.15,1.0,45.7,38.7,30.0,45.3,12.5,65.0,41.7,30-42,17.4,20.0,36-70,51.4,30-75,40.0,10-32,31.2,8-29,27.6,17-21,81.0,22-34,64.7
442,2022-06-14,PHO,WAS,L,-18,77.8,78.4,0.84,1.06,41.9,39.4,25.8,18.3,11.1,88.6,49.3,35-36,20.8,11.5,24-62,38.7,30-71,42.2,10-26,38.5,11-28,39.3,7-16,43.8,12-13,92.3
443,2022-06-15,PHO,IND,W,13,78.6,79.6,1.19,1.01,38.8,26.9,26.9,23.1,17.9,63.6,45.8,33-39,15.4,16.5,34-67,50.8,29-78,37.2,8-26,30.8,6-21,28.6,17-18,94.4,16-18,88.9
444,2022-06-17,PHO,DAL,L,-5,78.4,76.2,1.13,1.22,33.8,36.8,33.8,27.9,18.5,67.9,43.6,24-31,15.4,15.8,31-65,47.7,33-68,48.5,8-22,36.4,12-25,48.0,18-22,81.8,15-19,79.0
445,2022-06-21,PHO,MIN,L,-13,76.5,72.8,0.93,1.17,51.7,39.1,37.9,31.2,12.5,77.8,47.1,32-36,21.0,15.3,23-58,39.7,28-64,43.8,10-30,33.3,10-25,40.0,15-22,68.2,18-20,90.0
446,2022-06-23,PHO,MIN,L,-12,78.0,81.4,1.14,1.23,48.3,34.3,51.7,43.3,6.1,65.6,35.4,23-42,15.6,19.8,27-58,46.6,34-67,50.8,9-28,32.1,8-23,34.8,25-30,83.3,24-29,82.8
447,2022-06-25,PHO,DAL,W,11,78.3,81.8,1.06,0.89,37.7,31.3,34.8,31.3,18.0,83.8,50.0,38-38,11.5,18.5,29-69,42.0,29-67,43.3,6-26,23.1,4-21,19.0,19-24,79.2,10-21,47.6
448,2022-06-27,PHO,IND,W,12,75.6,71.8,1.11,1.0,47.8,20.0,29.0,33.3,25.7,67.7,45.4,30-36,13.3,22.5,26-69,37.7,24-60,40.0,13-33,39.4,7-12,58.3,18-20,90.0,16-20,80.0
451,2022-06-29,PHO,IND,W,21,72.4,69.4,1.38,1.13,34.3,33.3,27.1,33.3,35.5,67.7,51.6,32-30,11.1,14.5,38-70,54.3,27-63,42.9,9-24,37.5,9-21,42.9,14-19,73.7,15-21,71.4
452,2022-07-02,PHO,CHI,L,-16,82.0,79.3,0.93,1.15,30.3,35.1,28.8,42.1,18.0,80.0,42.2,27-37,22.2,25.3,27-66,40.9,30-57,52.6,5-20,25.0,10-20,50.0,16-19,84.2,21-24,87.5
453,2022-07-04,PHO,LAS,L,-3,75.9,80.6,1.0,0.98,47.4,23.3,28.1,41.7,19.4,77.4,48.4,30-32,28.0,25.0,26-57,45.6,27-60,45.0,8-27,29.6,5-14,35.7,15-16,93.8,19-25,76.0
454,2022-07-07,PHO,NYL,W,3,76.4,78.8,1.11,1.04,45.4,32.4,36.4,22.5,17.1,68.6,42.9,30-40,11.8,19.2,27-66,40.9,30-71,42.2,9-30,30.0,7-23,30.4,21-24,87.5,14-16,87.5
455,2022-07-12,PHO,MIN,L,-11,93.7,97.3,1.15,1.22,50.0,31.4,24.0,40.7,36.8,54.8,44.4,44-55,8.6,19.6,37-100,37.0,41-86,47.7,15-50,30.0,11-27,40.7,18-24,75.0,25-35,71.4
456,2022-07-14,PHO,WAS,W,5,82.4,81.1,0.98,0.93,37.7,41.5,29.0,40.0,16.2,69.4,42.5,31-42,17.1,23.5,26-69,37.7,22-65,33.8,10-26,38.5,8-27,29.6,18-20,90.0,23-26,88.5
457,2022-07-17,PHO,ATL,L,-10,72.8,72.2,1.04,1.18,46.0,32.4,31.8,19.7,25.0,54.3,39.4,28-43,18.1,19.4,26-63,41.3,34-71,47.9,8-29,27.6,10-23,43.5,15-20,75.0,7-14,50.0
458,2022-07-22,PHO,SEA,W,16,77.0,76.6,1.22,1.03,47.7,34.2,32.3,13.4,24.1,61.4,46.6,34-39,16.9,13.2,30-65,46.2,30-82,36.6,14-31,45.2,8-28,28.6,20-21,95.2,10-11,90.9
459,2022-07-28,PHO,LAS,W,10,83.8,86.7,1.08,0.93,39.1,31.3,32.8,41.8,13.8,82.4,50.8,32-31,21.7,19.8,32-64,50.0,27-67,40.3,9-25,36.0,3-21,14.3,17-21,81.0,23-28,82.1
460,2022-07-31,PHO,NYL,L,-20,74.9,77.7,0.93,1.16,39.1,36.6,25.0,12.7,13.5,67.7,38.2,26-42,16.2,20.8,24-64,37.5,35-71,49.3,6-25,24.0,12-26,46.2,15-16,93.8,7-9,77.8
461,2022-08-02,PHO,CON,L,-24,76.8,75.3,0.83,1.16,42.2,27.0,25.0,23.0,23.1,63.2,42.9,33-44,23.7,14.7,23-64,35.9,34-74,46.0,6-27,22.2,7-20,35.0,11-16,68.8,12-17,70.6
462,2022-08-04,PHO,CON,L,-13,72.3,75.8,0.89,1.03,37.7,26.8,17.4,35.2,28.3,43.2,34.9,29-54,19.4,24.0,23-69,33.3,26-71,36.6,9-26,34.6,6-19,31.6,9-12,75.0,19-25,76.0
463,2022-08-06,PHO,NYL,W,14,79.7,76.8,0.96,0.82,37.5,47.1,22.2,23.5,24.3,81.6,53.3,40-35,16.5,15.8,27-72,37.5,21-68,30.9,8-27,29.6,7-32,21.9,14-16,87.5,13-16,81.2
464,2022-08-10,PHO,MIN,L,-9,70.6,71.6,1.1,1.21,46.3,26.2,11.9,36.9,26.5,58.1,41.5,27-38,17.1,16.9,28-67,41.8,30-65,46.2,13-31,41.9,6-17,35.3,8-8,100.0,20-24,83.3
465,2022-08-12,PHO,DAL,W,12,70.7,70.2,1.23,1.06,32.4,33.9,8.8,22.6,23.1,63.3,44.6,25-31,12.9,22.9,35-68,51.5,28-62,45.2,11-22,50.0,9-21,42.9,5-6,83.3,9-14,64.3
466,2022-08-14,PHO,CHI,L,-15,77.1,77.8,0.87,1.06,22.0,38.0,20.3,9.9,8.7,86.8,57.4,35-26,23.4,15.6,27-59,45.8,32-71,45.1,3-13,23.1,11-27,40.7,10-12,83.3,7-7,100.0
